"","aou","statebcr","meanabund","centroid_diff"
"2962",7270,25031,1,8.2079039319924
"2963",7270,27027,1.68539325842697,6.29538761542314
"2964",7270,27028,3.62698412698413,4.56998052977691
"2965",7270,27029,2.1203007518797,14.2191948149757
"2966",7270,33009,1.33333333333333,48.7083948112994
"2967",7270,33010,1.69230769230769,45.6902577287303
"2968",7270,34022,2.36076475477972,5.22161191583665
"2969",7270,34023,4.21311475409836,17.8530055076151
"2970",7270,34024,4.17757009345794,21.6863000283277
"2971",7270,35022,2.32038834951456,3.39870316549845
"2972",7270,35023,2.71779141104294,10.5919803703295
"2973",7270,35024,4.92967032967033,2.63066665747113
"2974",7270,36011,1.375,29.4620781144102
"2975",7270,36022,1.85034013605442,14.3814621048881
"2976",7270,36023,2.8125,44.8752471692906
"2977",7270,38019,2.64529914529915,27.2534171365424
"2978",7270,38022,2.46178343949045,7.67496828634136
"2979",7270,39024,3.24822695035461,16.7324744215015
"2980",7270,39026,3.96428571428571,13.3326108448347
"2981",7270,39027,2.60377358490566,18.4033002776717
"2982",7270,39028,5.67613636363636,35.8721127731194
"2983",7270,42025,1.27272727272727,8.73205959868145
"2984",7270,42026,1,25.2331136276612
"2985",7270,42027,2,12.6183362414245
"2986",7270,44014,3.02675585284281,45.1222426407012
"2987",7270,44030,2.39622641509434,33.4235748190677
"2988",7270,45006,1.94594594594595,94.0086363825786
"2989",7270,45008,1,313.499349763786
"2990",7270,45011,1.74829931972789,21.7536352004162
"2991",7270,45012,1.30434782608696,23.8732657250221
"2992",7270,46028,5.25547445255474,0.995609395966959
"2993",7270,46029,3.65393794749403,8.35573157160897
"2994",7270,46030,2.84155844155844,1.9265538571226
"2995",7270,47014,3.1743119266055,15.6881105318129
"2996",7270,47030,5.96754563894523,8.0707648613956
"2997",7270,49012,3.21082089552239,28.3018211319057
"2998",7270,49023,5.21377672209026,20.9838179839715
"2999",7270,50011,2.29411764705882,21.0796064396444
"3000",7270,50012,2.67791411042945,16.4615468082563
"3001",7270,50022,2.203125,19.1972428784038
"3002",7270,50023,3.9873417721519,56.8408797616013
"3003",7270,51026,1.25,44.2772158344165
"3004",7270,51027,1.84313725490196,24.2152254348918
"3005",7270,52022,3.60469314079422,7.72539720227349
"3006",7270,52024,6.33501259445844,12.3233384415969
"3007",7270,52026,2.04878048780488,53.3223218292221
"3008",7270,53010,2.1304347826087,42.3075031323236
"3009",7270,53017,1.61538461538462,19.1231415052016
"3010",7270,54011,2.12,26.3241735681524
"3011",7270,54018,2.09090909090909,17.1690507713488
"3012",7270,54019,1.53225806451613,23.1085814517674
"3013",7270,54022,1.88421052631579,13.403720565602
"3014",7270,55009,1.33333333333333,12.4274444185888
"3015",7270,56014,1.5,33.5391130974149
"3016",7270,58014,4.15740740740741,8.30215656304818
"3017",7270,58030,7.72067039106145,18.1430765282059
"3018",7270,59028,3.52197802197802,2.44154807100852
"3019",7270,59029,3.04819277108434,21.4029972414673
